,place,info,문의 및 안내,홈페이지,주소,이용시간,휴일,주차,화장실,입장료,접근로,review,주차 요금,이용요금,체험,출입통로,장애인 주차 안내,엘리베이터,수유실,판매 품목,이용가능시설,주차요금,지정현황,체험가능 연령,유모차,휠체어,지체장애 기타 상세,입점브랜드,규모,대중 교통,주요시설,할인 정보,수용인원,오디오 가이드,시각장애 기타상세,관람석,점자 홍보물,보조견 동반,보유장비,안내 요원,시설이용료,부대시설,점자 블록,이용 시기,강습안내,청각 장애 기타상세,코스안내,영유아가족 기타상세,유아용보조의자,개장기간,대여안내,유도안내 설비,예약안내 홈페이지,객실,자막 비디오 가이드,수화 안내,매표소,입실시간,퇴실시간,객실내 취사 여부,식음료장,객실수,영업시간,대표메뉴,취급메뉴,큰활자 홍보물,홍보물,예약안내,객실유형,바비큐장여부,세미나실 여부,좌석수,사우나실 여부,캠프파이어 여부,스포츠 시설 여부,자전거 대여 여부,공용 PC실 여부,휘트니스 센터 여부,노래방 여부,청각장애용 객실,뷰티시설여부,공용 샤워실 여부,청각장애 기타상세,보조견동반
5694,원조굴구이,"안굴전 어촌마을에 있는 굴구이 전문점으로 TV 프로그램에도 소개된 맛집이다. 창 너머로 안굴전 바다를 보며 굴 요리를 즐길 수 있는 곳으로 건물 앞에 전용 주차장도 있다. 대표 메뉴는 굴 구이로 산지에서 직접 공수한 굴을 무한리필로 즐길 수 있어 굴 요리를 좋아하는 사람들에게는 성지와도 같은 곳이다. 10월 중순에서 3월까지가 시즌으로 굴 구이 외에도 굴찜, 굴파전, 생굴, 굴라면, 굴떡국, 굴죽 등이 있다. 입식 테이블에 앉아 굴의 맛과 향을 즐길 수 있으며 2층에는 원조굴구이 펜션도 운영하고 있어, 여행객들이 즐겨 찾는다. 여수예술랜드, 돌산공원 등이 주변에 있어 연계 관광하기 수월하다.",,,전라남도 여수시 안굴전길 61-1 1층,,연중무휴,가능,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:00~21:00,굴구이,굴파전 / 생굴 / 굴라면 / 굴떡국 / 굴죽 등,,,,,,,,,,,,,,,,,,,
5695,잠수기장어탕식당,"잠수기 장어탕 식당은 노포의 포스가 느껴지는 여수의 맛집이다. 생생정보통, 생방송투데이, VJ특공대 등에 여러 TV 프로그램에 소개된 맛집으로 대표 메뉴는 통장어탕과 장어구이이다. 여수 현지 주민들뿐 아니라, 여수를 찾는 관광객들이 즐겨 찾는 코스 중 하나로 조개탕, 장어탕, 매운탕 등도 판매하고 있다. 식당 뒤편에 전용 주차장이 있어 주차 걱정 없이 방문할 수 있다. 가까운 곳에 국동항이 있어 식사 전후 둘러보기 좋다.",,https://blog.naver.com/yeosufd,전라남도 여수시 어항단지로 21,,연중무휴,가능,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:00~22:00,통장어탕,장어구이 / 산장어탕 / 우거지장어탕 / 조개탕 / 매운탕 등,,,,,,,,,,,,,,,,,,,
5696,정현횟집,"정현횟집은 여수시 돌산읍 평사리에 있는 노포 감성이 물씬 풍기는 생선회 식당이다. 실내는 입식 테이블이 있는 홀과 좌식 테이블이 있는 룸으로 되어 있고 여수 앞바다가 바로 보이는 오션뷰 횟집으로 지역 주민들뿐만 아니라 여수를 방문하는 여행객들 사이에서도 유명하다. 로컬 맛집답게 택시 기사들도 적극 추천하는 식당이다. 바닷가에 있는 횟집인 만큼 메인 메뉴뿐 아니라, 반찬 하나하나가 모두 신선하다. 가게 뒤편에는 넓은 전용 주차장이 있어 주차 걱정 없이 방문할 수 있다. 여수 예술랜드, 한우드림 동물체험장 등이 주변에 있어 연계 관광도 즐길 수 있다.",,,전라남도 여수시 계동해안길 39-7,,연중무휴,가능,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09:00 ~ 21:00,사시미,매운탕 / 전복 / 낙지 / 해삼 등,,,,,,,,,,,,,,,,,,,
5697,진미회관,"진미회관은 세월의 흔적이 묻어 있는 노포 감성의 여수 식당으로 갈치구이 맛집이다. 입구에 들어서면 왼편에 오픈 주방이 있고, 홀에는 테이블만 몇 개 놓여 있는 소규모 식당이다. 하지만 갈치 요리만큼은 소문이 자자한 곳으로 대표 메뉴는 갈치구이와 진하게 우려낸 국물에 칼칼한 양념으로 맛을 낸 갈치 조림이다. 그 밖에 토종닭백숙, 쏨뱅이 매운탕도 맛볼 수 있다. 남도 맛집답게 정갈하게 차려진 반찬은 푸짐하고 다양해서 시골 밥상이나 집밥 감성을 느낄 수 있다. 여수 예술랜드, 돌산공원 등이 주변에 있어 연계 관광하기 수월하다.",,,전라남도 여수시 돌산로 3112,,없음 (명절 휴무),있음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"매일 10:00 ~ 19:30 (브레이크타임 15:00 ~ 17:00)
※ 매일 영업시간 변동 가능성 있으므로 방문 전 전화 문의 요망",갈치구이,"토종닭백숙, 갈치조림, 쏨뱅이매운탕 등",,,,,,,,,,,,,,,,,,,
5698,돌산백반,"돌산백반은 여수시 돌산읍 우두리에 있는 한식당이다. 6개 정도의 테이블만 있는 규모가 작은 식당이지만 여수 맛집답게 문전성시를 이루는 백반집이다. 별도의 주차장이 없어 주차는 갓길에 하면 된다. 대표 메뉴는 돌산백반과 갈치조림, 돌게정식이고 그 외에도 생선구이, 매운탕, 코다리정식, 제육볶음백반, 삼겹살 등이 있다. 특히 돌산백반은 매일 다른 9가지 반찬이 푸짐하게 나온다. 생선구이는 2인분부터 주문이 가능하고 생선구이를 시키면 간장 돌게장과 양념 돌게장이 함께 나와 가성비가 좋다. 06시 30분에 영업을 시작해 아침 식사하기에도 좋고 갓김치와 게장은 별도 구매도 가능하다. 여수 예술랜드, 돌산공원 등이 주변에 있어 연계 관광하기 수월하다.",,http://instagram.com/dolsan_mom_table,전라남도 여수시 강남8길 13 1층,,매주 일요일,없음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"06:30~20:00 (브레이크타임 15:00~17:00 / 라스트오더 19:00)
※ 병원, 시장, 은행 갈 경우 잠시 자리 비울 때 있음",갈치조림 정식,생선구이 / 돌게정식 / 꽃게탕 / 제육백반/ 백반 / 갈치조림 등,,,,,,,,,,,,,,,,,,,
5699,미락식당,"완도의 현지인 추천 맛집인 미락식당은 넓은 식당 내부와 깔끔한 현대식 인테리어가 돋보인다.
식당 한편에 보이는 오픈 주방은 30여 년을 넘게 지켜온 맛의 신뢰감을 상징하는 듯하다. 대표메뉴는 아귀찜으로 부드러운 식감과 쫄깃한 맛이 일품이다. 매콤하고 칼칼하게 들어오는 아귀찜의 맛을 음미하고 나면 볶음밥은 필수다. 이 외에 복찜, 복지리, 복매운탕, 아귀탕, 오리탕도 맛볼 수 있다.",,,전라남도 완도군 군내11번길 15,,매주 일요일 (전화 문의),"가능
요금 (무료)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11:00~21:00,아귀찜,복찜 / 복지리 / 복매운탕 / 아귀탕 / 오리탕,,,,,,,,,,,,,,,,,,,
5700,신지횟집,"전복 코스요리 전문점인 신지횟집은 완도 전복거리에 있다. 넓은 실내로 북적이는 느낌 없이 여유로운 식사를 즐길 수 있다. 메뉴는 전복 코스요리와 돔, 농어, 우럭, 광어 등의 회가 있다. 주문과 동시에 낙지호롱이, 조기구이, 해삼, 멍게 등 싱싱한 바다의 맛을 가득 품은 풍성한 밑반찬이 차려지는데 바다의 맛을 그대로 느낄 수 있다. 신지횟집의 메인메뉴인 전복 코스요리는 참기름 장에 찍어 먹으면 씹히는 맛이 일품인 전복회, 전복을 통째로 구워내는 전복구이, 큼직하게 썬 전복과 채소를 볶아 나오는 전복유산슬, 직접 만든 양념으로 맛을 낸 전복물회, 마지막으로 고소하고 부드러운 맛의 전복죽을 먹고 나면 깔끔하게 마무리된다. 국내 최초의 노래하는 등대인 완도 씨월드 방파제도 가까운 곳에 있어서 식후에 산책하기 좋다.
※ 반려동물 동반 불가",,,전라남도 완도군 해변공원로 117,,비정기적 휴일 (전화 문의 필수),없음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11:00~21:00 (라스트 오더 20:00),전복코스요리,"전복코스요리, 돔회, 농어회, 우럭회, 광어회",,,,,,,,,,,,,,,,,,,
5701,카페더비치,"카페 더 비치는 완도 여행의 중심지인 해조류 박람회장 근처, 완도 해변공원 쪽 중앙에 있다. 야자수와 파라솔이 있는 푸른 바다 해변, 모래사장에 있는듯한 인테리어가 인상적이다. 화이트 톤의 벽과 널따란 실내는 바다가 보이는 창과 어우러져 해변에서 차 한잔하는 것 같은 감성을 느끼게 해준다. 낮에도 아름답지만, 완도타워와 신지대교의 조명이 보이는 야경도 아름답다. 알로하 에이드, 선샤인 에이드 등 음료와 바삭한 토스트 위에 전복을 올려 구운 전복 토스트가 추천 메뉴이다. 반려동물과 함께 할 수도 있고, 3층의 전망도 즐길 수 있는 카페 더 비치는 저녁에는 펍으로 운영된다. 주차는 해변공원 주차장을 이용하면 된다.
※ 반려동물 동반 가능",,https://www.instagram.com/cafe_thebeach/,전라남도 완도군 해변공원로 59 3층,,연중무휴,불가능,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:00~22:00,"알로하에이드, 전복토스트","아메리카노, 알로하에이드, 전복토스트, 베이글, 돌체라떼, 션샤인에이드",,,,,,,,,,,,,,,,,,,
5703,나루터,"압록유원지에서 구례 방향 2km 거리에 있는 참게 수제비 맛집으로 2TV 생생정보통에 소개된 바 있다. 한적한 도로변에 있어 찾기 쉬우며 넓은 주차장을 갖추고 있다. 현지 주민들뿐만 아니라 곡성 여행객들에게도 맛집으로 소문난 만큼 늘 손님들로 문전성시를 이룬다. 참게 요리는 생참게를 통째로 쪄서 체에 걸러내 만들기 때문에 참게 본연의 향과 맛을 느낄 수 있다. 참게 외에도 쏘가리, 메기, 은어, 다슬기 등의 다양한 요리도 맛볼 수 있다. 압록유원지, 곡성군 하늘나리 마을 등이 주변에 있어 연계 관광이 수월하다.",,,전라남도 곡성군 하한길 3,,연중무휴,가능,,,주 출입구 경사로 가파름,,,,,,,,,,,,,,,,의자식 테이블,,,,,,,,,,,,,,,,,,,,,,아기의자 2개,,,,,,,,,,,,,,11:00 ~ 20:00,"참게수제비, 은어튀김","참게탕, 쏘가리탕, 메기탕, 은어조림, 다슬기탕 등",,,,,,,,,,,,,,,,,,,
5704,미연복집 본점,"1990년부터 이어온 오랜 복요리 명가로 주차장부터 넓어 편리하게 이용할 수 있다. 가게 내부는 테이블들이 입식으로 정갈하게 구비되어 있고 버너가 테이블에 빌트인 되어 있어 탕 종류를 시키면 끝까지 따뜻하게 즐길 수 있다. 전반적으로 고즈넉하고 깔끔한 인테리어로 편안하게 식사를 즐길 수 있다. 룸도 마련되어 있어, 프라이빗 한 식사도 즐길 수 있다. 복탕을 주문하면 첫 번째로 새콤달콤한 복 샐러드가 나오는데 쫄깃쫄깃한 복어껍질이 입맛을 돋운다. 연포탕 비슷한 국물에 콩나물, 미나리, 쑥갓, 무 등의 야채가 국물을 더욱 시원하게 한다. 가곡리 5층 석탑, 로뎀 자연수련원 등이 주변에 있어 연계 관광하기 수월하다.",,,전라남도 곡성군 오산로 968,,"연중무휴 (단, 명절연휴 휴무 가능, 유선 확인 필요)",있음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:30~21:00,"복탕, 복지리, 복찜","아구찜, 복튀김 등",,,,,,,,,,,,,,,,,,,
5705,송다원,"옥과 IC에서 5분 거리에 있는 송다원은 닭, 오리 능이백숙 삼계탕 전문점이다. 전통 정자가 맞이하는 이곳은 한옥 지붕 양식으로 지은 2층 건물로 넓은 주차장에 높게 자란 소나무들이 멋진 전경을 더한다. 실내와 외부에 각각 넓은 입식 테이블을 비롯하여 2층에는 연회장과 객실이 있어 단체 방문 및 MT까지도 가능하다. 능이 삼계탕은 오가피, 엄나무, 황기, 작약, 두충, 당귀, 숙지황 등 한약재가 20가지 들어가 있다. 곡성생태체험관, 무창체험마을 등이 주변에 있어 연계 관광하기 수월하다.",,,전라남도 곡성군 가곡길 129-1,,연중무휴,있음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11:30~21:00 (라스트 오더 20:00),"능이버섯삼계탕, 오리능이백숙","능이버섯만두, 능이죽",,,,,,,,,,,,,,,,,,,
5706,청솔가든,"곡성 보성강이 내려다보이는 강가에 있는 한식당 청솔가든은 허영만의 만화 식객 '은어 요리' 편에 등장한 곳이다. 섬진강과 보성강에서 잡은 은어와 참게로 만든 은어회, 은어구이, 은어 튀김, 참게탕 등이 인기 메뉴다. 은어 요리는 날씨가 풀리는 4월경부터 맛볼 수 있다. 2층의 저택 같은 외관 안으로 들어가면 비밀스럽고 천장이 낮은 통로가 나온다. 이 비밀통로를 지나면 보성강이 한눈에 펼쳐진다. 탁 트인 시야에 야외 테이블이 90%이고 식당 내부에서도 자리가 많아 원하는 자리에 앉을 수 있다. 참게탕은 참게살을 일일이 발라 수제비를 끓이기 때문에 준비 시간이 필요해 예약이 필수다.",,,전라남도 곡성군 대황강로 1560,,연중무휴,있음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11:30~19:00 (15:00~16:30 브레이크타임),"은어튀김, 참게탕","메기탕, 참게수제비 등",,,,,,,,,,,,,,,,,,,
5707,푸른산장,백운산 4대 계곡 중 가장 큰 규모를 자랑하는 옥룡계곡 옆에 있는 식당이다. 닭 숯불고기와 흑염소 떡갈비가 이 집의 대표 메뉴다. 닭 숯불고기는 직화로 굽는 방식으로 숯의 은은한 향이 밴 닭고기의 감칠맛을 느낄 수 있다. 산장 주변에 계곡이 있어 여름에는 밖에서 시원한 계곡을 바라보며 식사를 즐길 수 있다. 족구장 및 노래방 시설을 갖추고 있으며 계곡에 단체 모임을 할 수 있는 단체석이 마련되어 있다. 주변에 억불봉 코스의 등산로와 백운사를 경유하는 유명한 등산로가 있어 등반객들이 즐겨 찾는다.,,http://poornsan.kr/,전라남도 광양시 신재로 1317,,비정기 휴무,있음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:00 ~ 20:00,"닭숯불고기, 흑염소떡갈비","닭백숙, 흑염소수육, 닭볶음탕, 아침백반 등",,,,,,,,,,,,,,,,,,,
5708,구례역대합실,"구례구역에서 걸어서 5분 거리에 있는 카페로 식당과 펍을 함께 운영하고 있다. KTX 이용객들이 잠시 들러 식사나 차를 즐기기 좋다. 빨간 벽돌 건물의 외관이 이국적이며 실내 공간이 널찍하고, 창가 자리에서는 강변을 바라볼 수도 있다. 다양한 요리와 음료 그리고 빵이 마련되어 있어, 남녀노소 누구나 편하게 방문할 수 있다. 특히 어린아이를 데리고 방문하기에도 불편함 없다. 사진 맛집으로 알려진 만큼 SNS에도 많이 소개되었고, 방문객 중에서도 열심히 사진을 찍는 손님들을 심심찮게 볼 수 있다. 곡성섬진강천문대, 섬진강 대나무 숲길 등이 주변에 있어 연계 관광하기 수월하다.
※ 반려동물 동반 가능 (단, 개목줄 착용, 배설물 처리를 위한 비닐봉지 등을 구비한 이용객에 한하여 허용)",,https://www.instagram.com/gurye_station,전라남도 구례군 섬진강로 23,,연중무휴,가능,,,출입구까지 턱이 없어 휠체어 접근 가능함,,,,,주출입구는 턱이 없어 휠체어 접근 가능함(수동문),,,,,,,,,,,의자식 테이블 있음_무장애 편의시설,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11:00~20:00 (주중 브레이크타임 14:30~17:30 / 라스트오더 19:30),안심돈까스,다슬기오일파스타 / 버섯크림리조또 / 국물떡볶이 등,,,,,,,,,,,,,,,,,,,
5709,백련산방,"구례읍 5일 시장 내에 있는 한식당이다. 예약제로 운영되며 손님이 많아 재료 소진 시 영업시간보다 일찍 문을 닫을 수 있으니, 방문 전 전화 예약이 필수다. 주차장이 넓어 방문하기 편리하다. TV 프로그램 생방송오늘저녁에 소개된 바 있다. 과거에는 사찰음식 전문점이었던 곳인 만큼 건강한 밥상을 선보인다. 이 집의 대표 메뉴인 백련산방 정식을 주문하면, 10여 가지 반찬과 석쇠불고기, 생선구이, 재첩국 세 가지 메인 메뉴가 한 상 가득 차려진다. 곡성섬진강천문대, 섬진강 대나무 숲길 등이 주변에 있어 연계 관광하기 수월하다.",,,전라남도 구례군 5일시장작은길 20 5일시장,,"매달 4, 9일 (4, 9, 14, 19, 24, 29)",있음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:00~22:00,백련산방정식,"생선구이, 추어탕, 석쇠불고기 등",,,,,,,,,,,,,,,,,,,
5710,금정농협 한우프라자,"금정농협에서 직영으로 운영하는 한우 전문점이다. 건물 전체가 한우 판매장과 식당으로 단체 모임을 하기 좋고 주차장이 넓어 차량을 갖고 방문하기에도 편리하다. 4~8인 룸을 갖추고 있으며 홀도 상당히 넓어 가족 모임이나 회식 장소로도 널리 활용되고 있다. 피크 타임에는 웨이팅이 있을 수도 있다. 구이 요리뿐만 아니라 식사, 후식 메뉴도 마련되어 있다. 뱅뱅이골기찬랜드, 6.25 희생자위령탑 등이 주변에 있어 연계 관광하기 수월하다.",,,전라남도 영암군 영나로 915,,연중무휴,있음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09:00 ~ 21:00,한우생고기,"한우육회, 한우갈비탕, 버섯불고기 등",,,,,,,,,,,,,,,,,,,
5711,장흥한우삼합구이,"장흥은 한우, 키조개, 표고버섯을 같이 먹는 장흥 한우삼합 구이가 유명한 곳이다. 정남진 장흥 토요시장에 위치한 장흥 한우삼합 구이는 신선한 한우를 현지에서 맛볼 수 있는 곳이다. 1층에 있는 한우직판장에서 구입한 고기를 2층 식당으로 올라가서 먹는다. 상차림비를 내면 기본적인 반찬과 장류, 마늘, 불판 등이 차려지고, 키조개와 표고버섯을 주문해 한우와 같이 먹으면 장흥삼합이 완성된다. 한우를 구워 먹는 것 외에도 매생이 떡국, 물냉면, 육회비빔밥, 누룽지 등의 식사도 주문이 가능하다. 장흥에서 생산되는 친환경 농산물과 청정해역 득량만에서 나오는 수산물을 파는 정남진 장흥 토요시장도 방문할 수 있어, 일석이조이다.
※ 반려동물 동반 불가",,,전라남도 장흥군 토요시장2길 9-2,,연중무휴,있음(정남진토요시장 주차장) / 주차요금 없음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:00~21:00 (라스트오더 20:00),"상차림, 키조개, 표고버섯","상차림, 키조개, 표고버섯, 매생이떡국, 물냉면",,,,,,,,,,,,,,,,,,,
5712,경해루,"해산물이 듬뿍 들어간 황제 쟁반짜장, 황제 해물짬뽕 맛집인 경해루는 지역에서도 손꼽히는 맛집이다. 입구에 빠른 메뉴 제공을 위해 탕수육, 짜장을 제외한 메뉴는 2가지만 받는다는 안내문이 공지되어 있고, 저녁 식사는 오후 6시부터 7시 30분까지만 판매한다. 신선한 재료를 사용해 깊은 맛이 나는 짬뽕은 칼칼하고 매콤한 풍미가 느껴지고, 황제 쟁반짜장은 해산물 풍부하게 들어있고, 약간의 매콤함이 깔끔한 뒷맛을 선사한다. 바삭한 튀김옷을 입혀 고소하게 튀겨 나온 탕수육도 채소를 듬뿍 넣은 소스에 찍어 먹으면 그 맛을 잊을 수가 없다. 완도항, 완도공용버스터미널이 근처에 있어 교통이 편리하다.
※ 반려동물 동반 불가",,,전라남도 완도군 개포로 12-1,,"첫째, 넷째 일요일
※ 자세한 휴무일은 전화 문의 요망",있음 / 주차요금 없음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11:30~19:30 (브레이크타임 15:30~18:00),"황제쟁반짜장, 황제해물짬뽕","황제쟁반짜장, 황제해물짬뽕, 탕수육",,,,,,,,,,,,,,,,,,,
5713,선미식당,"한식을 겸하는 중식당 선미식당은 짬뽕, 짜장면, 볶음밥 중국요리가 맛있기로 유명하다. 야채로 오랜 시간 우려낸 육수를 사용하는 짬뽕에 해산물뿐만 아니라 돼지고기, 어묵이 들어가 매우 독특하고 매력적인 맛을 자랑한다. 볶음밥에는 미역국이 나와서 속이 더욱 편안해진다. 단, 탕수육은 예약해야 먹을 수 있다. 겨울 제철 메뉴인 굴짬뽕도 줄을 서서 기다릴 정도로 인기 메뉴다. 한산한 시골 마을이지만 선미식당 앞에는 늘 차들이 즐비하고 발 디딜 틈 없이 인기 있는 맛집이다. 간짜장, 우동, 짬뽕밥, 오므라이스, 팔보채, 양장피 등 다양한 종류가 있어 따뜻하고 정겨운 맛을 푸짐하게 즐길 수 있다.",,,전라남도 함평군 엄다길 62,,매주 일요일,가능,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11:00~15:00 (라스트 오더 14:30),짜장면,짬뽕 / 볶음밥 / 탕수육 등,,,,,,,,,,,,,,,,,,,
5714,포베오커피,"바다, 커피, 디저트라는 단어만으로도 꼭 찾아보고 싶은 곳인 포베오커피는 함평 바다를 한눈에 담을 수 있는 곳이다.
천연 벌꿀집을 이용한 벌꿀라테, 수제 청귤청과 꽃잎차로 만든 오로라 색감의 포베오에이드, 세 가지 종류의 홍차를 직접 섞어 26시간 이상 우려낸 밀크티 등이 대표 메뉴다. 카페 안과 밖 모두 포토존이라 사진기는 필수이다. 오션뷰 카페이기 때문에 아무 생각 하지 않고 아무것도 하지 않으면서 오로지 커피 마시면서 창밖만 봐도 힐링을 제대로 할 수 있다.",,https://www.instagram.com/foveo_coffee,전라남도 함평군 주포로 395,,인스타그램 공지 참고,가능,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:00~20:50,벌꿀라테,수제 밀크티 / 포베오 에이드 / 아메리카노 / 청귤차 / 디저트 외,,,,,,,,,,,,,,,,,,,
5715,수만리커피,"무등산을 한눈에 담을 수 있는 숲속의 루프탑 카페인 수만리 커피는 가는 길부터 산과 시골길 굽이굽이 따라가며 드라이브하기에도 좋고, 도착하자마자 보이는 전망은 온갖 근심을 싹 다 잊게 한다. 정원과 연못, 나무 하나하나 주인장의 손길이 느껴지며 파란 하늘로 뻗는 듯한 인테리어부터 눈길을 사로잡는다. 산기슭에 위치해 공기가 좋고 풍경은 더 좋은 수만리커피는 여기저기 포토존이 많아서 친구, 연인, 가족들과 추억 남기기도 정말 좋은 힐링 공간이다. 1층 좌석은 통창이라 여름엔 시원한 바람을 느끼며 커피를 즐길 수 있고 2층은 빈티지 소품들이 있어 하나하나 이야기를 담고 있는 것 같아서 정성과 감성이 느껴진다.
※반려동물 동반 가능(목줄, 배변봉투 지참)",,,전라남도 화순군 안양산로 616-2,,연중무휴,가능,,,,무등산을 바라보면서 커피를 마실수 있는 곳. 카페에 산책로가 이어져있어서 차마시고 한바퀴 돌면 독특한 바위도 볼수있고 다른 세상에 온 느낌이 듭니다. 단풍들때 특히 너무 추천합니다. 산책로 손잡이에 철로 만든 오브제가 군데군데 있는데 진짜 아기자기 예뻐요.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:00~20:00 (라스트오더 19:30),아메리카노,미숫가루 / 카페라떼 / 자몽에이드 등,,,,,,,,,,,,,,,,,,,
5717,OCEAN VIEW 꿈의세계카페,"OCEAN VIEW 꿈의세계카페는 진도대교와 울돌목 전망이 아름다운 카페다. 바다가 보이는 야외 테라스, 벤치 하우스가 있다. 1층 민속공예품 수석 생활 자기 판매점, 2층 카페, 3층 펜션으로 이루어진 건물은 보기에도 멋스럽다. 1층에 있는 정원에 초승달과 보름달 포토존, 각양각색의 조형물들이 사진 찍기에 좋다. 카페 내부에 들어서면 장식장에 보이는 다양한 자기들과 수석들이 눈길을 사로잡고, 석양이 멋진 넓은 통 창은 푸른 바다를 가까이서 느끼게 해준다. 향긋한 커피와 직접 담근 과일청으로 만든 음료, 커피콩 빵 등 디저트들이 다양하게 준비되어 있다. 진도대교와 명량 해상 케이블카의 야경도 감상하고, 우수영 국민관광지도 가까워 진도 여행을 즐기면서 편히 쉬어갈 수 있는 곳이다.
※ 반려동물 동반 불가",,,전라남도 진도군 명량대첩로 37,,연중무휴,가능(무료),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09:30~21:00,아포카토 / 카페라떼 / 바닐라라떼 / 헤즐넛라떼,카라멜 마끼아또 / 까페모카 / 초코라떼 / 녹차라떼 / 고구마라떼 / 와플 / 커피콩빵 등,,,,,,,,,,,,,,,,,,,
5718,순천양조장,"순천맥주는 2015년 순천대학교 창업동아리로 시작해 지역 농산물과 관광자원을 활용해 수제 맥주와 수제버거를 만드는 관광두레 주민사업체이다. 순천역 근처 도보 5분 거리로 뚜벅이 여행객도 방문하기 좋다. 버려진 옛 건물과 곡물 저장 창고를 리모델링해 재탄생시켰다. 옆에 카페 브루웍스와 함께 운영되며, 레트로 감성 가득한 1층과 2층, 야외 테라스가 마련되어 있다. 순천양조장 대표 맥주인 ‘순천특별시’, 와온해변의 붉은 석양을 표현한 ‘와온, 전통과 역사를 담은 ’낙안읍성‘, 순천시를 상징하는 시조 ’흑두루미‘ 등 순천의 유명 관광명소를 담은 다양한 수제 맥주를 만나볼 수 있다.",,,전라남도 순천시 역전길 57 (조곡동),,매주 월요일,있음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"화~금 16:00~22:00 (라스트 오더 21:00)
토~일 11:00~22:00 (라스트 오더 21:00)",크레인버거,"쉬림프버거, 어니언버거, 수제 맥주 (순천특별시, 낙안읍성, 와온, 흑두루미, 유네스코 등 / 4종 샘플러)",,,,,,,,,,,,,,,,,,,
5719,도캐,"진도를 상징하는 진돗개 모양으로 빚은 도캐 만주를 판매하는 도캐는 진돗개의 돗개를 도캐로 발음한 것으로, 진도 읍내에 있는 작은 카페이다. 진도를 대표하는 진돗개 모양의 도캐빵은 진도 여행 기념품으로 사랑받고 있다. 조금 협소하지만, 진돗개 사진, 도캐 엽서, 홀더 등 도캐 캐릭터와 아기자기 귀여운 소품을 이용해 장식한 실내는 볼거리가 많다. 도캐빵 외에도 다양한 베이커리류와 디저트, 스페셜티 커피, 쑥 밀크티, 도캐 밀크티 등의 음료도 맛볼 수 있다.",,https://www.instagram.com/cafedoke/,전라남도 진도군 서문길 1,,매주 토요일,불가능,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:00~16:30 (라스트오더 16:20),도캐빵,크림치즈바게트 / 진돗개식빵 / 진도대파크림치즈바게트 등,,,,,,,,,,,,,,,,,,,
